x,y
0,0.80134
5005,1.6014
10010,1.5974
15015,1.5908
20020,1.5816
25025,1.5699
30030,1.5556
35035,1.5388
40040,1.5196
45045,1.498
50050,1.4741
55055,1.448
60060,1.4198
65065,1.3894
70070,1.3572
75075,1.323
80080,1.2872
85085,1.2497
90090,1.2106
95095,1.1702
1.001e+05,1.1285
1.0511e+05,1.0857
1.1011e+05,1.0418
1.1512e+05,0.99714
1.2012e+05,0.9517
1.2513e+05,0.90567
1.3013e+05,0.85919
1.3514e+05,0.8124
1.4014e+05,0.76545
1.4515e+05,0.71848
1.5015e+05,0.67164
1.5516e+05,0.62508
1.6016e+05,0.57894
1.6517e+05,0.53339
1.7017e+05,0.48858
1.7518e+05,0.44467
1.8018e+05,0.40185
1.8519e+05,0.36032
1.9019e+05,0.3203
1.952e+05,0.28208
2.002e+05,0.24601
2.0521e+05,0.21256
2.1021e+05,0.18243
2.1522e+05,0.15658
2.2022e+05,0.13631
2.2523e+05,0.12313
2.3023e+05,0.11805
2.3524e+05,0.1208
2.4024e+05,0.1297
2.4525e+05,0.14257
2.5025e+05,0.15752
2.5526e+05,0.17324
2.6026e+05,0.18887
2.6527e+05,0.20385
2.7027e+05,0.21784
2.7528e+05,0.23061
2.8028e+05,0.24202
2.8529e+05,0.25197
2.9029e+05,0.26042
2.953e+05,0.26734
3.003e+05,0.27273
3.0531e+05,0.2766
3.1031e+05,0.27898
3.1532e+05,0.27991
3.2032e+05,0.27944
3.2533e+05,0.27762
3.3033e+05,0.27452
3.3534e+05,0.2702
3.4034e+05,0.26474
3.4535e+05,0.25823
3.5035e+05,0.25075
3.5536e+05,0.24239
3.6036e+05,0.23325
3.6537e+05,0.22344
3.7037e+05,0.21306
3.7538e+05,0.20223
3.8038e+05,0.19107
3.8539e+05,0.17972
3.9039e+05,0.16832
3.954e+05,0.15703
4.004e+05,0.14602
4.0541e+05,0.1355
4.1041e+05,0.12567
4.1542e+05,0.11679
4.2042e+05,0.10911
4.2543e+05,0.10288
4.3043e+05,0.098316
4.3544e+05,0.095565
4.4044e+05,0.094646
4.4545e+05,0.095446
4.5045e+05,0.097736
4.5546e+05,0.10122
4.6046e+05,0.10557
4.6547e+05,0.11049
4.7047e+05,0.11571
4.7548e+05,0.121
4.8048e+05,0.1262
4.8549e+05,0.13114
4.9049e+05,0.13572
4.955e+05,0.13985
5.005e+05,0.14347
5.0551e+05,0.14652
5.1051e+05,0.14896
5.1552e+05,0.15078
5.2052e+05,0.15196
5.2553e+05,0.15249
5.3053e+05,0.15238
5.3554e+05,0.15165
5.4054e+05,0.15031
5.4555e+05,0.14838
5.5055e+05,0.1459
5.5556e+05,0.1429
5.6056e+05,0.13942
5.6557e+05,0.13551
5.7057e+05,0.13123
5.7558e+05,0.12662
5.8058e+05,0.12176
5.8559e+05,0.11672
5.9059e+05,0.11156
5.956e+05,0.10638
6.006e+05,0.10126
6.0561e+05,0.096307
6.1061e+05,0.09162
6.1562e+05,0.087307
6.2062e+05,0.083479
6.2563e+05,0.08024
6.3063e+05,0.077678
6.3564e+05,0.075861
6.4064e+05,0.074821
6.4565e+05,0.074552
6.5065e+05,0.075007
6.5566e+05,0.076107
6.6066e+05,0.077748
6.6567e+05,0.079813
6.7067e+05,0.082182
6.7568e+05,0.084741
6.8068e+05,0.087387
6.8569e+05,0.090025
6.9069e+05,0.092578
6.957e+05,0.094977
7.007e+05,0.097166
7.0571e+05,0.099101
7.1071e+05,0.10074
7.1572e+05,0.10207
7.2072e+05,0.10305
7.2573e+05,0.10368
7.3073e+05,0.10395
7.3574e+05,0.10385
7.4074e+05,0.1034
7.4575e+05,0.10259
7.5075e+05,0.10144
7.5576e+05,0.099968
7.6076e+05,0.098194
7.6577e+05,0.096144
7.7077e+05,0.093846
7.7578e+05,0.091336
7.8078e+05,0.088651
7.8579e+05,0.085832
7.9079e+05,0.082927
7.958e+05,0.079985
8.008e+05,0.077061
8.0581e+05,0.074211
8.1081e+05,0.071497
8.1582e+05,0.068979
8.2082e+05,0.066717
8.2583e+05,0.064768
8.3083e+05,0.06318
8.3584e+05,0.061992
8.4084e+05,0.061225
8.4585e+05,0.060884
8.5085e+05,0.060957
8.5586e+05,0.061411
8.6086e+05,0.062202
8.6587e+05,0.063276
8.7087e+05,0.06457
8.7588e+05,0.066024
8.8088e+05,0.067574
8.8589e+05,0.069165
8.9089e+05,0.070744
8.959e+05,0.072264
9.009e+05,0.073685
9.0591e+05,0.074972
9.1091e+05,0.076096
9.1592e+05,0.077033
9.2092e+05,0.077766
9.2593e+05,0.078279
9.3093e+05,0.078565
9.3594e+05,0.078616
9.4094e+05,0.078433
9.4595e+05,0.078017
9.5095e+05,0.077375
9.5596e+05,0.076515
9.6096e+05,0.075449
9.6597e+05,0.074195
9.7097e+05,0.07277
9.7598e+05,0.071196
9.8098e+05,0.069499
9.8599e+05,0.067707
9.9099e+05,0.065849
9.96e+05,0.06396
1.001e+06,0.062075
1.006e+06,0.060231
1.011e+06,0.058468
1.016e+06,0.056825
1.021e+06,0.05534
1.026e+06,0.054047
1.031e+06,0.052978
1.036e+06,0.052157
1.041e+06,0.051598
1.046e+06,0.051309
1.0511e+06,0.051283
1.0561e+06,0.051506
1.0611e+06,0.051954
1.0661e+06,0.052597
1.0711e+06,0.0534
1.0761e+06,0.054324
1.0811e+06,0.055331
1.0861e+06,0.056383
1.0911e+06,0.057444
1.0961e+06,0.058481
1.1011e+06,0.059466
1.1061e+06,0.060372
1.1111e+06,0.061176
1.1161e+06,0.06186
1.1211e+06,0.062409
1.1261e+06,0.062811
1.1311e+06,0.063056
1.1361e+06,0.06314
1.1411e+06,0.06306
1.1461e+06,0.062816
1.1512e+06,0.06241
1.1562e+06,0.061849
1.1612e+06,0.061141
1.1662e+06,0.060296
1.1712e+06,0.059326
1.1762e+06,0.058249
1.1812e+06,0.057081
1.1862e+06,0.055841
1.1912e+06,0.054553
1.1962e+06,0.053239
1.2012e+06,0.051925
1.2062e+06,0.050637
1.2112e+06,0.049403
1.2162e+06,0.048249
1.2212e+06,0.047202
1.2262e+06,0.046285
1.2312e+06,0.045521
1.2362e+06,0.044924
1.2412e+06,0.044507
1.2462e+06,0.044274
1.2513e+06,0.044223
1.2563e+06,0.044346
1.2613e+06,0.04463
1.2663e+06,0.045055
1.2713e+06,0.045598
1.2763e+06,0.046234
1.2813e+06,0.046936
1.2863e+06,0.04768
1.2913e+06,0.048438
1.2963e+06,0.049188
1.3013e+06,0.049907
1.3063e+06,0.050574
1.3113e+06,0.051174
1.3163e+06,0.051691
1.3213e+06,0.052112
1.3263e+06,0.052428
1.3313e+06,0.052631
1.3363e+06,0.052716
1.3413e+06,0.05268
1.3463e+06,0.052522
1.3514e+06,0.052244
1.3564e+06,0.05185
1.3614e+06,0.051344
1.3664e+06,0.050736
1.3714e+06,0.050034
1.3764e+06,0.04925
1.3814e+06,0.048396
1.3864e+06,0.047488
1.3914e+06,0.046543
1.3964e+06,0.045577
1.4014e+06,0.044609
1.4064e+06,0.04366
1.4114e+06,0.042749
1.4164e+06,0.041895
1.4214e+06,0.041119
1.4264e+06,0.040437
1.4314e+06,0.039864
1.4364e+06,0.039414
1.4414e+06,0.039093
1.4464e+06,0.038906
1.4515e+06,0.038853
1.4565e+06,0.038928
1.4615e+06,0.039122
1.4665e+06,0.039422
1.4715e+06,0.039813
1.4765e+06,0.040276
1.4815e+06,0.040794
1.4865e+06,0.041346
1.4915e+06,0.041914
1.4965e+06,0.042479
1.5015e+06,0.043025
1.5065e+06,0.043537
1.5115e+06,0.043999
1.5165e+06,0.044401
1.5215e+06,0.044733
1.5265e+06,0.044985
1.5315e+06,0.045152
1.5365e+06,0.045229
1.5415e+06,0.045213
1.5465e+06,0.045103
1.5516e+06,0.044901
1.5566e+06,0.044609
1.5616e+06,0.04423
1.5666e+06,0.043771
1.5716e+06,0.043238
1.5766e+06,0.042641
1.5816e+06,0.04199
1.5866e+06,0.041297
1.5916e+06,0.040573
1.5966e+06,0.039833
1.6016e+06,0.039091
1.6066e+06,0.038363
1.6116e+06,0.037663
1.6166e+06,0.037007
1.6216e+06,0.036409
1.6266e+06,0.035883
1.6316e+06,0.035439
1.6366e+06,0.035088
1.6416e+06,0.034835
1.6466e+06,0.034684
1.6517e+06,0.034635
1.6567e+06,0.034684
1.6617e+06,0.034825
1.6667e+06,0.035048
1.6717e+06,0.035343
1.6767e+06,0.035696
1.6817e+06,0.036092
1.6867e+06,0.036518
1.6917e+06,0.036959
1.6967e+06,0.0374
1.7017e+06,0.037828
1.7067e+06,0.038231
1.7117e+06,0.038598
1.7167e+06,0.038919
1.7217e+06,0.039185
1.7267e+06,0.03939
1.7317e+06,0.039528
1.7367e+06,0.039596
1.7417e+06,0.03959
1.7467e+06,0.039509
1.7518e+06,0.039355
1.7568e+06,0.039129
1.7618e+06,0.038834
1.7668e+06,0.038475
1.7718e+06,0.038057
1.7768e+06,0.037587
1.7818e+06,0.037074
1.7868e+06,0.036527
1.7918e+06,0.035955
1.7968e+06,0.03537
1.8018e+06,0.034784
1.8068e+06,0.034207
1.8118e+06,0.033653
1.8168e+06,0.033134
1.8218e+06,0.03266
1.8268e+06,0.032242
1.8318e+06,0.031889
1.8368e+06,0.031608
1.8418e+06,0.031404
1.8468e+06,0.031281
1.8519e+06,0.031237
1.8569e+06,0.031271
1.8619e+06,0.031378
1.8669e+06,0.031551
1.8719e+06,0.031782
1.8769e+06,0.032059
1.8819e+06,0.032373
1.8869e+06,0.032711
1.8919e+06,0.033063
1.8969e+06,0.033416
1.9019e+06,0.033761
1.9069e+06,0.034086
1.9119e+06,0.034384
1.9169e+06,0.034645
1.9219e+06,0.034863
1.9269e+06,0.035032
1.9319e+06,0.035148
1.9369e+06,0.035206
1.9419e+06,0.035205
1.9469e+06,0.035143
1.952e+06,0.035022
1.957e+06,0.034841
1.962e+06,0.034605
1.967e+06,0.034316
1.972e+06,0.033978
1.977e+06,0.033599
1.982e+06,0.033184
1.987e+06,0.032741
1.992e+06,0.032278
1.997e+06,0.031804
2.002e+06,0.031328
2.007e+06,0.030861
2.012e+06,0.030412
2.017e+06,0.029991
2.022e+06,0.029606
2.027e+06,0.029266
2.032e+06,0.028979
2.037e+06,0.02875
2.042e+06,0.028583
2.047e+06,0.028481
2.0521e+06,0.028443
2.0571e+06,0.028468
2.0621e+06,0.028552
2.0671e+06,0.02869
2.0721e+06,0.028875
2.0771e+06,0.0291
2.0821e+06,0.029354
2.0871e+06,0.029629
2.0921e+06,0.029916
2.0971e+06,0.030206
2.1021e+06,0.030489
2.1071e+06,0.030757
2.1121e+06,0.031003
2.1171e+06,0.03122
2.1221e+06,0.031401
2.1271e+06,0.031543
2.1321e+06,0.03164
2.1371e+06,0.03169
2.1421e+06,0.031691
2.1471e+06,0.031642
2.1522e+06,0.031544
2.1572e+06,0.031396
2.1622e+06,0.031202
2.1672e+06,0.030964
2.1722e+06,0.030686
2.1772e+06,0.030373
2.1822e+06,0.03003
2.1872e+06,0.029663
2.1922e+06,0.029281
2.1972e+06,0.028889
2.2022e+06,0.028496
2.2072e+06,0.02811
2.2122e+06,0.027738
2.2172e+06,0.02739
2.2222e+06,0.027072
2.2272e+06,0.026791
2.2322e+06,0.026553
2.2372e+06,0.026363
2.2422e+06,0.026224
2.2472e+06,0.026138
2.2523e+06,0.026105
2.2573e+06,0.026125
2.2623e+06,0.026193
2.2673e+06,0.026306
2.2723e+06,0.026458
2.2773e+06,0.026643
2.2823e+06,0.026854
2.2873e+06,0.027082
2.2923e+06,0.027321
2.2973e+06,0.027562
2.3023e+06,0.027799
2.3073e+06,0.028023
2.3123e+06,0.02823
2.3173e+06,0.028412
2.3223e+06,0.028565
2.3273e+06,0.028685
2.3323e+06,0.028768
2.3373e+06,0.028811
2.3423e+06,0.028813
2.3473e+06,0.028773
2.3524e+06,0.028691
2.3574e+06,0.028568
2.3624e+06,0.028406
2.3674e+06,0.028206
2.3724e+06,0.027973
2.3774e+06,0.027709
2.3824e+06,0.027421
2.3874e+06,0.027113
2.3924e+06,0.026792
2.3974e+06,0.026462
2.4024e+06,0.026132
2.4074e+06,0.025808
2.4124e+06,0.025496
2.4174e+06,0.025203
2.4224e+06,0.024935
2.4274e+06,0.024699
2.4324e+06,0.024499
2.4374e+06,0.024339
2.4424e+06,0.024222
2.4474e+06,0.024149
2.4525e+06,0.024121
2.4575e+06,0.024137
2.4625e+06,0.024193
2.4675e+06,0.024288
2.4725e+06,0.024415
2.4775e+06,0.024571
2.4825e+06,0.024748
2.4875e+06,0.024941
2.4925e+06,0.025142
2.4975e+06,0.025347
2.5025e+06,0.025547
2.5075e+06,0.025738
2.5125e+06,0.025913
2.5175e+06,0.026069
2.5225e+06,0.0262
2.5275e+06,0.026302
2.5325e+06,0.026373
2.5375e+06,0.026411
2.5425e+06,0.026413
2.5475e+06,0.02638
2.5526e+06,0.02631
2.5576e+06,0.026206
2.5626e+06,0.026067
2.5676e+06,0.025897
2.5726e+06,0.025699
2.5776e+06,0.025474
2.5826e+06,0.025229
2.5876e+06,0.024966
2.5926e+06,0.024692
2.5976e+06,0.024411
2.6026e+06,0.02413
2.6076e+06,0.023853
2.6126e+06,0.023587
2.6176e+06,0.023338
2.6226e+06,0.023111
2.6276e+06,0.022909
2.6326e+06,0.022739
2.6376e+06,0.022603
2.6426e+06,0.022503
2.6476e+06,0.022441
2.6527e+06,0.022417
2.6577e+06,0.022429
2.6627e+06,0.022477
2.6677e+06,0.022558
2.6727e+06,0.022666
2.6777e+06,0.022799
2.6827e+06,0.02295
2.6877e+06,0.023115
2.6927e+06,0.023287
2.6977e+06,0.023462
2.7027e+06,0.023635
2.7077e+06,0.023799
2.7127e+06,0.02395
2.7177e+06,0.024083
2.7227e+06,0.024196
2.7277e+06,0.024285
2.7327e+06,0.024346
2.7377e+06,0.024379
2.7427e+06,0.024381
2.7477e+06,0.024353
2.7528e+06,0.024293
2.7578e+06,0.024203
2.7628e+06,0.024084
2.7678e+06,0.023937
2.7728e+06,0.023766
2.7778e+06,0.023572
2.7828e+06,0.02336
2.7878e+06,0.023133
2.7928e+06,0.022897
2.7978e+06,0.022655
2.8028e+06,0.022412
2.8078e+06,0.022174
2.8128e+06,0.021945
2.8178e+06,0.02173
2.8228e+06,0.021534
2.8278e+06,0.021361
2.8328e+06,0.021214
2.8378e+06,0.021097
2.8428e+06,0.021011
2.8478e+06,0.020957
2.8529e+06,0.020936
2.8579e+06,0.020947
2.8629e+06,0.020989
2.8679e+06,0.021058
2.8729e+06,0.021151
2.8779e+06,0.021266
2.8829e+06,0.021396
2.8879e+06,0.021539
2.8929e+06,0.021688
2.8979e+06,0.02184
2.9029e+06,0.021989
2.9079e+06,0.022132
2.9129e+06,0.022263
2.9179e+06,0.02238
2.9229e+06,0.022478
2.9279e+06,0.022555
2.9329e+06,0.022609
2.9379e+06,0.022637
2.9429e+06,0.022639
2.9479e+06,0.022614
2.953e+06,0.022562
2.958e+06,0.022484
2.963e+06,0.02238
2.968e+06,0.022252
2.973e+06,0.022102
2.978e+06,0.021933
2.983e+06,0.021748
2.988e+06,0.021551
2.993e+06,0.021345
2.998e+06,0.021134
3.003e+06,0.020922
3.008e+06,0.020715
3.013e+06,0.020515
3.018e+06,0.020328
3.023e+06,0.020158
3.028e+06,0.020007
3.033e+06,0.01988
3.038e+06,0.019778
3.043e+06,0.019703
3.048e+06,0.019657
3.0531e+06,0.019639
3.0581e+06,0.019648
3.0631e+06,0.019685
3.0681e+06,0.019745
3.0731e+06,0.019827
3.0781e+06,0.019926
3.0831e+06,0.02004
3.0881e+06,0.020165
3.0931e+06,0.020296
3.0981e+06,0.020429
3.1031e+06,0.020559
3.1081e+06,0.020684
3.1131e+06,0.020799
3.1181e+06,0.020901
3.1231e+06,0.020987
3.1281e+06,0.021055
3.1331e+06,0.021102
3.1381e+06,0.021127
3.1431e+06,0.021129
3.1481e+06,0.021107
3.1532e+06,0.021061
3.1582e+06,0.020992
3.1632e+06,0.0209
3.1682e+06,0.020788
3.1732e+06,0.020656
3.1782e+06,0.020507
3.1832e+06,0.020344
3.1882e+06,0.020171
3.1932e+06,0.019989
3.1982e+06,0.019804
3.2032e+06,0.019618
3.2082e+06,0.019436
3.2132e+06,0.019261
3.2182e+06,0.019097
3.2232e+06,0.018947
3.2282e+06,0.018815
3.2332e+06,0.018703
3.2382e+06,0.018614
3.2432e+06,0.018549
3.2482e+06,0.018508
3.2533e+06,0.018492
3.2583e+06,0.018501
3.2633e+06,0.018533
3.2683e+06,0.018586
3.2733e+06,0.018658
3.2783e+06,0.018746
3.2833e+06,0.018847
3.2883e+06,0.018956
3.2933e+06,0.019072
3.2983e+06,0.019189
3.3033e+06,0.019304
3.3083e+06,0.019415
3.3133e+06,0.019516
3.3183e+06,0.019606
3.3233e+06,0.019683
3.3283e+06,0.019742
3.3333e+06,0.019784
3.3383e+06,0.019806
3.3433e+06,0.019807
3.3483e+06,0.019788
3.3534e+06,0.019747
3.3584e+06,0.019685
3.3634e+06,0.019604
3.3684e+06,0.019504
3.3734e+06,0.019387
3.3784e+06,0.019255
3.3834e+06,0.01911
3.3884e+06,0.018956
3.3934e+06,0.018796
3.3984e+06,0.018631
3.4034e+06,0.018467
3.4084e+06,0.018305
3.4134e+06,0.01815
3.4184e+06,0.018005
3.4234e+06,0.017873
3.4284e+06,0.017756
3.4334e+06,0.017658
3.4384e+06,0.017579
3.4434e+06,0.017521
3.4484e+06,0.017486
3.4535e+06,0.017472
3.4585e+06,0.01748
3.4635e+06,0.017509
3.4685e+06,0.017556
3.4735e+06,0.01762
3.4785e+06,0.017698
3.4835e+06,0.017787
3.4885e+06,0.017885
3.4935e+06,0.017987
3.4985e+06,0.018092
3.5035e+06,0.018194
3.5085e+06,0.018292
3.5135e+06,0.018383
3.5185e+06,0.018463
3.5235e+06,0.018531
3.5285e+06,0.018584
3.5335e+06,0.018621
3.5385e+06,0.01864
3.5435e+06,0.018641
3.5485e+06,0.018623
3.5536e+06,0.018587
3.5586e+06,0.018532
3.5636e+06,0.018459
3.5686e+06,0.018369
3.5736e+06,0.018264
3.5786e+06,0.018146
3.5836e+06,0.018017
3.5886e+06,0.01788
3.5936e+06,0.017736
3.5986e+06,0.017589
3.6036e+06,0.017443
3.6086e+06,0.017299
3.6136e+06,0.017161
3.6186e+06,0.017032
3.6236e+06,0.016914
3.6286e+06,0.01681
3.6336e+06,0.016723
3.6386e+06,0.016653
3.6436e+06,0.016602
3.6486e+06,0.01657
3.6537e+06,0.016559
3.6587e+06,0.016566
3.6637e+06,0.016592
3.6687e+06,0.016634
3.6737e+06,0.016691
3.6787e+06,0.016761
3.6837e+06,0.016841
3.6887e+06,0.016928
3.6937e+06,0.01702
3.6987e+06,0.017113
3.7037e+06,0.017205
3.7087e+06,0.017293
3.7137e+06,0.017374
3.7187e+06,0.017446
3.7237e+06,0.017506
3.7287e+06,0.017554
3.7337e+06,0.017587
3.7387e+06,0.017604
3.7437e+06,0.017605
3.7487e+06,0.017588
3.7538e+06,0.017555
3.7588e+06,0.017505
3.7638e+06,0.01744
3.7688e+06,0.017359
3.7738e+06,0.017265
3.7788e+06,0.017158
3.7838e+06,0.017042
3.7888e+06,0.016919
3.7938e+06,0.01679
3.7988e+06,0.016658
3.8038e+06,0.016526
3.8088e+06,0.016397
3.8138e+06,0.016274
3.8188e+06,0.016158
3.8238e+06,0.016053
3.8288e+06,0.01596
3.8338e+06,0.015882
3.8388e+06,0.015819
3.8438e+06,0.015774
3.8488e+06,0.015746
3.8539e+06,0.015736
3.8589e+06,0.015743
3.8639e+06,0.015766
3.8689e+06,0.015804
3.8739e+06,0.015856
3.8789e+06,0.015919
3.8839e+06,0.015991
3.8889e+06,0.016069
3.8939e+06,0.016152
3.8989e+06,0.016236
3.9039e+06,0.016318
3.9089e+06,0.016397
3.9139e+06,0.01647
3.9189e+06,0.016535
3.9239e+06,0.016589
3.9289e+06,0.016632
3.9339e+06,0.016661
3.9389e+06,0.016677
3.9439e+06,0.016677
3.9489e+06,0.016662
3.954e+06,0.016632
3.959e+06,0.016587
3.964e+06,0.016527
3.969e+06,0.016454
3.974e+06,0.016368
3.979e+06,0.016272
3.984e+06,0.016167
3.989e+06,0.016056
3.994e+06,0.015939
3.999e+06,0.01582
4.004e+06,0.015701
4.009e+06,0.015585
4.014e+06,0.015474
4.019e+06,0.015369
4.024e+06,0.015275
4.029e+06,0.015191
4.034e+06,0.015121
4.039e+06,0.015065
4.044e+06,0.015024
4.049e+06,0.014999
4.0541e+06,0.01499
4.0591e+06,0.014997
4.0641e+06,0.015018
4.0691e+06,0.015053
4.0741e+06,0.0151
4.0791e+06,0.015157
4.0841e+06,0.015222
4.0891e+06,0.015293
4.0941e+06,0.015368
4.0991e+06,0.015444
4.1041e+06,0.015519
4.1091e+06,0.01559
4.1141e+06,0.015656
4.1191e+06,0.015714
4.1241e+06,0.015763
4.1291e+06,0.015802
4.1341e+06,0.015828
4.1391e+06,0.015842
4.1441e+06,0.015842
4.1491e+06,0.015828
4.1542e+06,0.015801
4.1592e+06,0.015759
4.1642e+06,0.015705
4.1692e+06,0.015638
4.1742e+06,0.015561
4.1792e+06,0.015473
4.1842e+06,0.015378
4.1892e+06,0.015276
4.1942e+06,0.01517
4.1992e+06,0.015063
4.2042e+06,0.014955
4.2092e+06,0.014849
4.2142e+06,0.014748
4.2192e+06,0.014654
4.2242e+06,0.014568
4.2292e+06,0.014493
4.2342e+06,0.01443
4.2392e+06,0.014379
4.2442e+06,0.014343
4.2492e+06,0.01432
4.2543e+06,0.014313
4.2593e+06,0.014319
4.2643e+06,0.014338
4.2693e+06,0.01437
4.2743e+06,0.014413
4.2793e+06,0.014465
4.2843e+06,0.014524
4.2893e+06,0.014589
4.2943e+06,0.014657
4.2993e+06,0.014726
4.3043e+06,0.014794
4.3093e+06,0.014859
4.3143e+06,0.014918
4.3193e+06,0.014971
4.3243e+06,0.015016
4.3293e+06,0.015051
4.3343e+06,0.015075
4.3393e+06,0.015087
4.3443e+06,0.015087
4.3493e+06,0.015074
4.3544e+06,0.015048
4.3594e+06,0.01501
4.3644e+06,0.01496
4.3694e+06,0.0149
4.3744e+06,0.014828
4.3794e+06,0.014749
4.3844e+06,0.014662
4.3894e+06,0.014569
4.3944e+06,0.014472
4.3994e+06,0.014374
4.4044e+06,0.014276
4.4094e+06,0.01418
4.4144e+06,0.014088
4.4194e+06,0.014002
4.4244e+06,0.013925
4.4294e+06,0.013856
4.4344e+06,0.013799
4.4394e+06,0.013753
4.4444e+06,0.01372
4.4494e+06,0.0137
4.4545e+06,0.013693
4.4595e+06,0.013699
4.4645e+06,0.013717
4.4695e+06,0.013747
4.4745e+06,0.013786
4.4795e+06,0.013833
4.4845e+06,0.013888
4.4895e+06,0.013947
4.4945e+06,0.014009
4.4995e+06,0.014072
4.5045e+06,0.014134
4.5095e+06,0.014193
4.5145e+06,0.014247
4.5195e+06,0.014296
4.5245e+06,0.014336
4.5295e+06,0.014368
4.5345e+06,0.01439
4.5395e+06,0.0144
4.5445e+06,0.0144
4.5495e+06,0.014388
4.5546e+06,0.014364
4.5596e+06,0.014329
4.5646e+06,0.014283
4.5696e+06,0.014227
4.5746e+06,0.014162
4.5796e+06,0.014089
4.5846e+06,0.014009
4.5896e+06,0.013924
4.5946e+06,0.013836
4.5996e+06,0.013746
4.6046e+06,0.013656
4.6096e+06,0.013568
4.6146e+06,0.013484
4.6196e+06,0.013406
4.6246e+06,0.013335
4.6296e+06,0.013273
4.6346e+06,0.013221
4.6396e+06,0.013179
4.6446e+06,0.013149
4.6496e+06,0.013131
4.6547e+06,0.013125
4.6597e+06,0.013131
4.6647e+06,0.013148
4.6697e+06,0.013175
4.6747e+06,0.013211
4.6797e+06,0.013255
4.6847e+06,0.013305
4.6897e+06,0.013359
4.6947e+06,0.013416
4.6997e+06,0.013473
4.7047e+06,0.01353
4.7097e+06,0.013584
4.7147e+06,0.013634
4.7197e+06,0.013678
4.7247e+06,0.013716
4.7297e+06,0.013744
4.7347e+06,0.013764
4.7397e+06,0.013774
4.7447e+06,0.013773
4.7497e+06,0.013762
4.7548e+06,0.01374
4.7598e+06,0.013707
4.7648e+06,0.013665
4.7698e+06,0.013613
4.7748e+06,0.013553
4.7798e+06,0.013486
4.7848e+06,0.013412
4.7898e+06,0.013334
4.7948e+06,0.013253
4.7998e+06,0.01317
4.8048e+06,0.013088
4.8098e+06,0.013007
4.8148e+06,0.01293
4.8198e+06,0.012859
4.8248e+06,0.012794
4.8298e+06,0.012737
4.8348e+06,0.012689
4.8398e+06,0.012651
4.8448e+06,0.012624
4.8498e+06,0.012608
4.8549e+06,0.012603
4.8599e+06,0.012608
4.8649e+06,0.012624
4.8699e+06,0.012649
4.8749e+06,0.012682
4.8799e+06,0.012723
4.8849e+06,0.012768
4.8899e+06,0.012818
4.8949e+06,0.012871
4.8999e+06,0.012924
4.9049e+06,0.012976
4.9099e+06,0.013026
4.9149e+06,0.013072
4.9199e+06,0.013112
4.9249e+06,0.013146
4.9299e+06,0.013173
4.9349e+06,0.01319
4.9399e+06,0.013199
4.9449e+06,0.013198
4.9499e+06,0.013188
4.955e+06,0.013167
4.96e+06,0.013137
4.965e+06,0.013098
4.97e+06,0.01305
4.975e+06,0.012994
4.98e+06,0.012932
4.985e+06,0.012864
4.99e+06,0.012792
4.995e+06,0.012717
5e+06,0.012641
